#answer latitude longitude time voltage windspeed
0 99.9899344522 35.4761953719 135.927477064 5.67020479246 51.0442004711
0 124.081831299 32.2914219155 9.80191799761 5.01765135321 58.5067755414
0 74.6180181568 33.2645215262 91.5383174667 5.85803967801 43.9325241131
0 93.0476947847 23.1922942533 130.218228482 5.51623440766 57.960734409
0 130.154869817 12.4320412079 102.674668019 4.60884230116 34.9150562179
0 78.4903926627 15.7122542123 74.6950747746 4.77359068284 41.5925770517
0 62.0199012804 22.4664282828 183.32233039 4.59259408908 57.0440432097
0 94.1666526338 24.693350645 -2.27601844498 4.96255188498 47.213485403
0 135.381971642 25.7532391931 123.256335332 3.79858503247 61.7318864888
0 110.13571794 27.4117272213 68.6585038726 5.53849593892 59.2113861767
0 116.909059628 20.8816883102 84.0383966416 5.6487490673 53.0492634128
0 119.71699643 11.4546989882 86.3796144822 5.36323358227 43.2610055599
0 98.0748318898 39.0231549877 93.9652591895 6.58817052775 58.5113385994
0 76.5159992774 6.44848471505 168.022672521 3.29439931851 51.2557416895
0 58.1734297127 29.0122869748 61.0467568482 3.22138965103 45.8093698537
0 101.560857798 23.0082170085 71.9829935951 3.43605368288 54.3592387867
0 96.0295087264 14.2122519124 100.127672591 5.53869122855 51.6376156899
0 121.661749343 4.68920184073 128.888219538 4.82084936742 64.8637951055
0 96.2749877669 38.2452323639 32.9924296733 4.61997284756 55.4207644628
0 115.29235561 9.41617060721 8.43125184354 7.14686355258 74.3960908114
0 89.701298845 23.15660253 109.656779615 6.15741730738 47.9099415134
0 101.788128949 26.6833240329 164.932621761 4.39681131355 36.5787132911
0 69.1453256294 17.1128252129 -11.5719371149 5.47505664849 50.4213004271
0 86.3824912999 -8.26120164024 26.170438211 6.61935423832 34.5835659313
0 110.922954222 18.1275766154 142.90575461 4.68616230246 44.9465820552
0 106.452294862 30.1772407622 163.01084092 5.52508768831 56.0218958112
0 78.7296070036 27.3519078512 53.6253324339 6.22329131831 66.0957402981
0 85.7019605866 18.6051762081 126.432358137 4.55917289275 40.061767533
0 96.6704379931 15.1109485683 87.3737466222 6.10600021105 51.7314707523
0 102.025487099 21.0006139669 35.0188212953 4.7673262753 45.6922589773
0 101.401821976 11.2578221266 70.5920619954 4.29299598437 59.9704619142
0 89.2625516758 35.634735838 139.293073796 3.77426438433 40.4250457806
0 130.780363767 18.614103016 -32.8689114125 5.34062918559 41.9354151107
0 114.940040195 10.6339810227 37.1860406999 4.73159700406 36.3837493649
0 59.4704115961 23.7305199858 94.8272153735 2.40028297646 41.2166135689
0 124.723457675 23.5435429257 109.549655219 5.25548405488 41.711018025
0 78.9984283793 20.3418337776 97.3560640551 4.90198894599 67.9665282324
0 139.153320448 15.2544614792 83.1385469977 2.79000044728 51.1844543533
0 139.924110603 12.7779834983 152.01608273 5.80203655031 43.1285225705
0 99.0572134092 24.7524540538 98.8402262948 3.64902455702 41.4066043486
0 108.515717396 36.8203026919 30.043676275 4.95202970965 52.2360365386
0 120.344709834 32.2401052687 66.9325205302 4.30976601645 51.4894057106
0 135.264887041 18.5782718013 112.630868153 3.7617775434 56.7580451953
0 108.962059941 32.5868011208 151.164528993 5.38910069317 58.0213120922
0 152.47544668 26.545414835 164.252499118 7.234644986 55.4842029836
0 79.8110863582 26.2578845618 144.922391302 5.45859334839 55.1026923687
0 97.6566446675 21.1678163341 -7.96422614525 3.03443177348 50.0028859771
0 114.916089673 11.1332705964 56.0382612591 3.49503966854 50.2225096384
0 80.2443839486 40.3618821667 77.7304064591 7.3309457814 45.4300974011
0 134.207298795 10.3998151099 105.616613629 5.79779628609 53.5210640865
0 114.807437239 17.0442782169 103.957631168 5.11503215932 51.6469336447
0 94.7074256529 26.0083321065 124.899345412 5.15591972129 62.8959432147
0 47.0796181038 12.3234995821 70.667727476 4.03981498479 44.6568814358
0 114.559756267 24.441096209 54.245451449 4.65744708821 50.976780661
0 97.7393788022 14.2172842155 13.1969677916 5.52664367507 59.4930016397
0 160.592163694 28.6373372877 85.6625813797 4.8575696376 40.2136819297
0 101.401435821 28.4079687069 57.6309686745 3.43969638044 51.6887060938
0 147.654826222 30.8639856411 172.589565959 5.63557261198 59.5288299282
0 53.4177243673 35.4097630656 63.0481239648 3.74499643743 58.4000663585
0 103.919014996 22.977345228 79.7853009004 3.40509890069 25.9826360818
0 95.2258440366 19.4854791338 86.6487086653 5.96451735904 48.2029061043
0 95.9894982608 30.6733521628 88.1344141924 5.33221335085 43.6062979017
0 110.707229456 10.7829439954 90.8157036821 5.17173170631 61.7002855648
0 155.871524577 33.3078350874 56.4260675484 3.74465666807 46.4650102202
0 106.723228455 31.7703766545 122.465887983 5.89121050872 38.5244956818
0 114.011410179 31.9667533776 97.1858910819 4.60424904894 42.2990610668
0 121.651028594 10.4207923521 109.863156594 5.8854693199 40.0395711605
0 121.547011687 29.4091902305 51.4116637186 4.32251899594 47.6586904452
0 114.530288264 14.0620615402 95.2024688663 4.85439570916 27.1505826657
0 71.7045723351 17.1442572279 67.568032574 4.78014098959 56.6339748901
0 97.2882512254 19.2981718724 117.6591482 4.51333143249 58.5006716445
0 83.7978694615 20.3591404627 200.253008376 1.90339186996 63.5952126353
0 101.025147543 9.68587992137 90.9837935108 3.77167826105 47.3253567261
0 96.4526141457 32.2294500931 125.410054782 5.99854782782 42.8533726063
0 158.581987485 10.8641792428 145.595452864 4.52000847175 60.2719401471
0 93.6327442266 12.2295922161 103.829862973 4.00119128458 52.3173835514
0 87.8259726467 16.4611774441 166.343469171 4.10282709011 47.1113341473
0 106.782092126 29.3453163092 122.728286078 5.99062649479 42.434272929
0 110.201283351 32.1665223738 180.852750059 3.06658486954 46.2258085494
0 78.2253010622 30.3287957839 112.037573088 5.60949597735 43.3075137261
0 121.656016812 30.2086850136 91.4421357932 3.33059116831 53.5759298107
0 82.9457888272 27.2075860816 61.9570353546 4.43515231529 35.196121437
0 94.4139320453 31.056049731 132.845165318 5.38299505321 48.4666107499
0 102.981343526 31.2441294723 71.6870049324 5.14565893505 69.6916836074
0 132.003572475 24.3266107036 37.1164447551 5.17759138551 59.7489096418
0 68.6336887993 25.5977364919 96.9585522196 3.25153027233 44.5239454927
0 123.042439739 15.3626871239 33.3915064794 4.96612603903 49.6409956518
0 108.70573252 32.0419326121 138.404246329 4.54543993809 52.5453157906
0 61.9150464235 20.3285807731 90.4456166066 4.95172013804 38.7498400297
0 112.497825405 16.0820824207 91.4579314452 6.02553796785 34.137387144
0 125.230613935 18.0332849501 145.224896589 4.97049191471 40.6084382818
0 116.138532202 16.2085682368 51.0591992426 6.19591596256 38.1987080423
0 104.431765135 40.6750120776 73.9416092239 4.0074140621 84.3201968681
0 136.159511558 39.4869628127 25.0369383255 6.10842762718 48.5893303964
0 75.0180135423 21.9075485647 89.5469428215 4.57300757766 44.6513446098
0 104.558115089 27.5400993306 124.03157324 6.46742467206 52.1426190283
0 89.3926965273 30.0791958984 69.3913269018 6.88291688097 49.6646356279
0 137.997031386 18.5986303717 104.804010518 5.08137108909 69.3722115937
0 81.7565051044 27.692368791 92.1084690178 3.68455002272 39.3912859611
0 135.116365576 15.0991911407 13.3520300234 4.33698274421 41.5660977997
0 123.048935357 13.3880290971 73.6045354005 5.02528503374 40.2688037893
0 96.0606552177 27.2599313372 153.20589397 4.75988207272 53.1197519159
0 76.4463727566 20.9320187098 160.388445558 5.39237003912 40.4511134219
0 96.1007730419 28.0983535928 51.691273951 5.43206192896 39.2211156005
0 99.7311719055 21.474272722 108.907851642 5.14467432173 41.0630879129
0 79.0518718426 48.3856548394 116.955424233 6.29554331697 39.9634505219
0 143.73784553 28.8936554068 83.3520763577 4.33984800737 51.683927533
0 105.169110048 33.3307143914 66.647509236 4.66328264356 47.0117900183
0 58.0177505233 29.3207271934 40.1648183691 6.08400544649 61.6613925217
0 62.1315886441 35.8833357585 190.905549577 3.72460473464 42.5111524909
0 130.025465535 38.8453353666 120.605223862 4.27496424321 70.5033910212
0 121.36781155 33.2066487714 41.761184206 6.40176086738 30.7197829183
0 32.1222136553 20.7272529252 129.139966647 5.28259307974 52.0871395674
0 60.6775539239 9.90727425876 190.089242878 5.14513146325 57.1105260489
0 81.7267248324 13.4525995339 109.587787656 3.09601711265 57.2170035822
0 115.251283132 17.5920274469 119.480026908 4.27195298696 53.5788157059
0 109.561706758 26.4985382394 127.136375293 5.46622072485 51.2988384699
0 75.8499306093 12.6997614692 106.869095878 5.2017854373 44.2694704656
0 66.4049153197 23.633778562 56.2117643156 4.41119597311 43.4530404191
0 70.0336384091 24.0592048322 64.7312218013 5.34456423966 43.691157969
0 73.0204901025 10.6778301108 121.182051946 4.97158114261 49.0860453289
0 95.4275037287 30.5143603096 10.1955018895 6.01944166847 66.6689899746
0 127.848797425 28.6779332246 28.0430894774 2.37504343937 61.6744369055
0 75.9199447338 18.8670452225 125.827433268 4.66292985553 54.1062186382
0 132.666011561 11.0015295357 163.926383303 5.47080940183 44.8196979268
0 127.468976856 35.5206404879 133.909808044 5.32805590905 54.4270456455
0 112.194251231 24.4307589872 19.6379144383 4.36198946217 54.3392072584
0 117.643131076 1.12551789413 161.360044154 4.77656176502 48.1504678108
0 116.306523475 16.3522965855 156.218353995 6.30556165788 57.1642215875
0 110.884748706 20.5532326717 120.651677967 4.64194427014 44.4068820889
0 76.8199582467 35.7587352993 97.0935636974 4.82401392931 66.9532291354
0 114.934478231 32.6919649967 66.4685893999 5.14133187443 57.3727410144
0 116.969292261 21.3981292802 58.4745414461 3.20536580087 52.1107827523
0 86.4087152471 15.1239705153 22.744492936 4.16025101153 57.8917925509
0 89.7216521733 12.8181744873 108.818221327 5.72071428212 48.7132543168
0 111.968020486 27.1773590137 64.5101846126 6.77434763248 46.5792690862
0 113.349203145 9.5556322245 79.1326995337 4.02918276298 60.2849622482
0 63.0451491731 24.2056585836 78.9591924753 4.12554427775 54.5233957548
0 74.8444063633 25.5279809853 100.054171827 5.77899862891 19.6887095283
0 112.530575547 14.171557352 102.250488642 3.80183303364 43.2680579437
0 91.4596086382 27.0858448245 93.160592222 4.40419311443 46.321422242
0 65.5652645844 24.3852222858 113.637956686 5.24131441179 49.4397321124
0 105.49993132 32.2386230089 19.7699901782 4.69990251115 75.8681048006
0 44.5618806428 14.1164544514 180.091229515 4.47085077445 49.5873914544
0 97.7122106087 29.1133386842 95.4423240266 5.43784249698 50.7378236509
0 72.9787395769 28.985174227 130.224350937 4.58103286873 46.9239739921
0 78.4152886432 42.7339127185 38.0459149754 2.83512989698 46.2368305794
0 144.81929371 23.8973073947 149.351319235 5.73832455295 62.1416570058
0 107.447547787 28.3833381904 143.866369083 3.98698536658 25.0581638826
0 88.7843611693 33.2953753976 139.240799837 5.48593408703 76.9936922856
0 73.9838359664 25.5784361822 120.684558977 3.26815312628 50.5794403457
